characters: 950623
words: 9695
lines: 11237

superior  : 3 
furthermore  : 2 
trotting  : 1 
upside  : 5 
concept  : 12 
define  : 2 
species  : 41 
metaphor  : 2 
disagreed  : 2 
lays  : 2 
inseparable  : 1 
essence  : 6 
highest  : 11 
apparent  : 4 
objects  : 11 
trapped  : 1 
mythical  : 2 
doubling  : 2 
organizing  : 2 
impressions  : 11 
categories  : 9 
arise  : 6 
lobster  : 1 
canary  : 1 
deny  : 8 
distinguishing  : 3 
sensed  : 2 
specific  : 7 
characteristicshaving  : 1 
constitute  : 3 
fluttering  : 2 
flutters  : 3 
cackles  : 2 
ceases  : 2 
phie  : 1 
contains  : 3 
potentiality  : 11 
achieving  : 5 
potential  : 5 
helps  : 2 
sculptor  : 5 
working  : 13 
granite  : 5 
hacks  : 1 
formless  : 1 
carved  : 3 
stares  : 1 
amazement  : 4 
fried  : 1 
omelettes  : 1 
scrambled  : 1 
obvious  : 10 
goose  : 18 
limitation  : 1 
talks  : 3 
organisms  : 4 
cackle  : 1 
flutter  : 1 
cackling  : 1 
lift  : 10 
perform  : 2 
revenge  : 2 
shortest  : 1 
route  : 1 
causality  : 10 
windowpane  : 1 
smashed  : 2 
peter  : 7 
hurled  : 7 
shoe  : 2 
shoemaker  : 1 
sews  : 1 
leather  : 2 
smashing  : 1 
threw  : 14 
role  : 10 
similar  : 17 
lifeless  : 1 
moisture  : 4 
cools  : 2 
condenses  : 1 
added  : 6 
cooled  : 3 
efficient  : 1 
rainwater  : 1 
assigns  : 1 
oranges  : 2 
grapes  : 1 
beast  : 4 
hasty  : 1 
viewed  : 2 
rivers  : 2 
waters  : 4 
welfare  : 3 
distinction  : 5 
classify  : 2 
groups  : 7 
distinctive  : 1 
pigeonholing  : 1 
cows  : 5 
cowsheds  : 1 
stables  : 1 
pigsties  : 1 
coops  : 1 
tidies  : 1 
puts  : 3 
bookshelf  : 2 
schoolbooks  : 1 
drawer  : 2 
folds  : 2 
neatly  : 3 
underwear  : 2 
sweaters  : 5 
socks  : 3 
minds  : 2 
wool  : 2 
rubber  : 1 
vegetable  : 14 
thorough  : 5 
subcategories  : 3 
specifically  : 8 
vertebrate  : 1 
mammal  : 2 
male  : 7 
pick  : 3 
category  : 3 
whatsit  : 1 
mineral  : 4 
reminds  : 5 
game  : 11 
victim  : 4 
fluffy  : 2 
neighbor  : 7 
aristotelian  : 4 
follows  : 4 
concrete  : 5 
bird  : 6 
yeah  : 1 
invented  : 8 
credit  : 1 
credited  : 1 
demonstrated  : 12 
governing  : 2 
proofs  : 2 
premise  : 2 
elegantly  : 1 
demonstrates  : 2 
correlation  : 1 
dogs  : 5 
rock  : 8 
mount  : 4 
everest  : 1 
mice  : 8 
suckle  : 4 
piglets  : 2 
sheep  : 4 
bear  : 11 
mammals  : 6 
feed  : 4 
forgot  : 5 
suckled  : 1 
scale  : 6 
clears  : 1 
main  : 25 
nonliving  : 3 
clumps  : 1 
soil  : 6 
external  : 11 
divides  : 7 
comprises  : 3 
namely  : 12 
criterion  : 1 
absorb  : 2 
propagate  : 2 
boundaries  : 6 
gradual  : 7 
transition  : 6 
growths  : 2 
absorbs  : 1 
feelings  : 18 
peculiar  : 9 
rationally  : 2 
spark  : 6 
causing  : 3 
mover  : 3 
rational  : 9 
abilities  : 5 
capabilities  : 1 
enjoyment  : 5 
responsible  : 4 
thinker  : 4 
emphasized  : 19 
criteria  : 3 
fulfillment  : 3 
develops  : 4 
unbalanced  : 1 
warped  : 1 
relationships  : 1 
advocated  : 4 
cowardly  : 1 
rash  : 1 
cowardice  : 1 
rashness  : 1 
miserly  : 4 
extravagant  : 2 
liberal  : 5 
eating  : 9 
echoes  : 1 
exercising  : 1 
undesirability  : 1 
cultivating  : 2 
expressed  : 10 
satisfy  : 1 
marriage  : 3 
fellowship  : 2 
constitution  : 4 
monarchy  : 1 
kingship  : 1 
degenerate  : 1 
tyranny  : 2 
ruler  : 2 
aristocracy  : 2 
larger  : 1 
beware  : 1 
degenerating  : 1 
oligarchy  : 1 
junta  : 1 
polity  : 2 
negative  : 6 
tyrannic  : 1 
hitler  : 1 
germany  : 12 
nazis  : 4 
terrifying  : 5 
views  : 15 
uplifting  : 1 
inclined  : 10 
unfinished  : 2 
reproduction  : 3 
passive  : 4 
whilst  : 2 
active  : 6 
productive  : 1 
inherits  : 1 
sperm  : 1 
bringing  : 4 
seed  : 4 
sower  : 1 
provides  : 1 
contributes  : 1 
regrettable  : 1 
sexes  : 7 
practical  : 20 
regarding  : 4 
shows  : 9 
reign  : 3 
supreme  : 4 
erroneous  : 1 
harmful  : 5 
sway  : 1 
church  : 81 
inherited  : 5 
entirely  : 8 
hater  : 1 
mess  : 2 
surrounding  : 1 
ring  : 45 
binders  : 2 
scattered  : 1 
jeans  : 2 
desk  : 18 
dirty  : 2 
laundry  : 2 
folding  : 1 
stacking  : 1 
tidily  : 1 
knee  : 4 
stocking  : 4 
owner  : 4 
suspicion  : 1 
sorted  : 1 
posters  : 1 
gather  : 7 
neat  : 2 
binder  : 41 
punch  : 3 
clipped  : 1 
orderly  : 1 
reserved  : 3 
pets  : 1 
bent  : 7 
fishes  : 2 
orange  : 10 
sprinkled  : 1 
yourselves  : 1 
gills  : 1 
swim  : 3 
placed  : 5 
poured  : 2 
birdseed  : 2 
feeding  : 1 
smit  : 1 
budgerigar  : 1 
squawking  : 1 
parrots  : 1 
showered  : 2 
yelled  : 1 
lettuce  : 4 
speediest  : 1 
fraction  : 4 
exceed  : 2 
limits  : 9 
catching  : 3 
crossed  : 5 
vase  : 3 
blooms  : 1 
bowed  : 5 
respectfully  : 1 
brush  : 6 
privileged  : 1 
compared  : 9 
tiptoed  : 1 
forehead  : 6 
luckiest  : 1 
capacity  : 5 
lazy  : 1 
tidied  : 1 
thoroughness  : 1 
lifted  : 5 
juice  : 7 
names  : 9 
vegetables  : 2 
lily  : 1 
gooseberry  : 1 
categorize  : 1 
scare  : 4 
daylights  : 1 
easily  : 10 
smuggle  : 1 
noticing  : 1 
punched  : 1 
numbered  : 1 
compiling  : 1 
test  : 6 
commitment  : 3 
value  : 9 
judgments  : 4 
basis  : 25 
hellenism  : 8 
surprisingly  : 3 
photograph  : 2 
sidewalk  : 5 
jeep  : 2 
flag  : 5 
united  : 8 
nations  : 14 
regular  : 3 
june  : 27 
sofie  : 1 
celebrating  : 5 
hereby  : 3 
reimburse  : 2 
crowns  : 15 
vacation  : 10 
glued  : 2 
spot  : 12 
leaped  : 1 
racing  : 4 
senseless  : 3 
joke  : 1 
surprise  : 12 
headstart  : 1 
girlfriend  : 2 
fathers  : 3 
globe  : 4 
unnatural  : 3 
dumb  : 2 
shouldn  : 10 
lillesand  : 25 
miles  : 4 
insane  : 1 
frowned  : 2 
severely  : 4 
schoolteacher  : 1 
detained  : 1 
hostile  : 2 
troops  : 1 
sheet  : 3 
tolerance  : 3 
list  : 6 
indicate  : 4 
factors  : 13 
contributing  : 2 
priority  : 6 
values  : 11 
craters  : 2 
wars  : 8 
completing  : 1 
succeed  : 6 
tower  : 1 
babel  : 1 
destroyed  : 6 
upbringing  : 3 
environment  : 26 
factor  : 8 
drag  : 1 
requires  : 4 
prevailing  : 2 
lands  : 2 
intermingled  : 1 
christians  : 8 
muslims  : 4 
buddhists  : 1 
apartment  : 3 
beliefs  : 6 
supplement  : 2 
dash  : 2 
elsewhere  : 1 
respond  : 1 
endowed  : 1 
showing  : 7 
unscrupulously  : 1 
weaker  : 3 
lately  : 5 
driving  : 4 
deforestation  : 2 
polluting  : 1 
facing  : 11 
consideration  : 1 
forests  : 2 
valuable  : 3 
grammar  : 2 
timetable  : 1 
lessons  : 3 
aside  : 7 
near  : 5 
mature  : 1 
reliant  : 1 
fidgeted  : 1 
permit  : 4 
foundations  : 5 
plenty  : 15 
assignments  : 1 
tests  : 1 
fourth  : 5 
dominant  : 5 
upheavals  : 5 
resulting  : 1 
conquests  : 2 
alexander  : 5 
tutor  : 1 
victory  : 1 
orient  : 9 
india  : 11 
epoch  : 7 
leading  : 5 
lasted  : 10 
prevailed  : 1 
hellenistic  : 14 
kingdoms  : 4 
syria  : 1 
rome  : 25 
secured  : 2 
upper  : 4 
military  : 8 
superpower  : 1 
latin  : 18 
predominant  : 6 
spain  : 6 
west  : 10 
romans  : 4 
province  : 2 
sciencehellenism  : 1 
borders  : 2 
erased  : 5 
egyptians  : 1 
babylonians  : 2 
syrians  : 1 
national  : 15 
merged  : 4 
witch  : 2 
caldron  : 1 
replaced  : 4 
arena  : 1 
buzzed  : 1 
voices  : 4 
wares  : 3 
languages  : 12 
oriental  : 4 
formations  : 3 
syncretism  : 2 
fusion  : 6 
creeds  : 2 
prior  : 3 
affinity  : 3 
folk  : 11 
uncertainty  : 2 
doubts  : 3 
pessimism  : 2 
feature  : 10 
attain  : 4 
salvation  : 15 
accepting  : 1 
rituals  : 4 
believer  : 1 
moving  : 14 
serenity  : 3 
reward  : 3 
fear  : 4 
eliminated  : 1 
star  : 7 
tlingly  : 1 
original  : 4 
inspiration  : 6 
trends  : 4 
blend  : 2 
alexandria  : 7 
functioning  : 1 
extensive  : 1 
library  : 3 
twentieth  : 11 
resulted  : 6 
tremendous  : 6 
christian  : 71 
egyptian  : 1 
approach  : 18 
cities  : 9 
conglomeration  : 2 
philosophies  : 4 
offers  : 3 
flotsam  : 1 
emphasis  : 8 
achieved  : 1 
cynics  : 10 
gazing  : 5 
stall  : 1 
sold  : 4 
motto  : 3 
cynic  : 1 
antisthenes  : 4 
particularly  : 10 
frugality  : 1 
advantages  : 1 
luxury  : 1 
dependent  : 2 
random  : 11 
fleeting  : 2 
benefits  : 1 
attained  : 3 
diogenes  : 3 
reputedly  : 1 
barrel  : 3 
owned  : 3 
cloak  : 2 
stick  : 5 
enjoying  : 1 
visited  : 4 
desired  : 2 
replied  : 1 
blocking  : 2 
suffering  : 5 
selves  : 1 
tormented  : 1 
woes  : 1 
cynical  : 1 
cynicism  : 2 
sneering  : 1 
disbelief  : 1 
sincerity  : 2 
imply  : 1 
insensitivity  : 1 
stoics  : 14 
instrumental  : 5 
stoic  : 9 
zeno  : 2 
cyprus  : 1 
shipwrecked  : 1 
followers  : 3 
portico  : 2 
stoo  : 1 
stoicism  : 3 
miniature  : 3 
microcosmos  : 2 
macro  : 3 
cosmos  : 2 
alter  : 3 
sided  : 1 
legal  : 3 
statutes  : 1 
imitations  : 1 
embedded  : 1 
denied  : 9 
spirit  : 80 
averred  : 1 
monism  : 2 
contrast  : 7 
dualism  : 3 
fold  : 2 
distinctly  : 3 
cosmopolitan  : 1 
notably  : 1 
marcus  : 1 
aurelius  : 1 
statesmen  : 1 
encouraged  : 1 
distinguished  : 9 
orator  : 1 
statesman  : 1 
humanism  : 16 
focus  : 3 
seneca  : 2 
holy  : 7 
slogan  : 5 
accidentally  : 3 
complain  : 1 
knocking  : 5 
unperturbed  : 1 
kinship  : 1 
calm  : 4 
epicureans  : 5 
interpreted  : 7 
luxuries  : 1 
aristippus  : 3 
pain  : 10 
wished  : 7 
enduring  : 1 
setting  : 6 
epicurus  : 13 
ethic  : 2 
pleasurable  : 2 
results  : 4 
weighed  : 4 
effects  : 6 
binged  : 1 
exercise  : 11 
pocket  : 9 
save  : 3 
bike  : 2 
expensive  : 3 
plan  : 23 
calculation  : 2 
trip  : 3 
england  : 12 
sensual  : 1 
friendship  : 2 
appreciation  : 1 
endure  : 2 
useful  : 6 
cure  : 1 
overcome  : 1 
disperse  : 1 
bothered  : 2 
liberating  : 1 
medicinal  : 1 
herbs  : 1 
feared  : 1 
fearful  : 1 
comparing  : 5 
projects  : 1 
equip  : 1 
ingredients  : 1 
seclusion  : 3 
haps  : 1 
communes  : 1 
safe  : 2 
harbor  : 3 
overemphasis  : 1 
indulgence  : 2 
epicurean  : 4 
neoplatonism  : 7 
epicureanism  : 1 
trend  : 1 
plotinus  : 17 
settled  : 8 
mysticism  : 6 
doctrine  : 14 
compete  : 2 
seriously  : 3 
mainstream  : 2 
establishing  : 2 
dust  : 3 
span  : 1 
poles  : 1 
receives  : 2 
absence  : 3 
beam  : 1 
progressively  : 2 
dimmer  : 1 
glow  : 6 
illuminated  : 1 
bonfire  : 8 
sparks  : 1 
radius  : 1 
immediate  : 7 
speck  : 1 
lantern  : 2 
rays  : 4 
closest  : 6 
primal  : 7 
shining  : 4 
furthest  : 2 
sparkle  : 3 
sunflower  : 2 
poppy  : 2 
unfathomable  : 4 
moments  : 3 
springs  : 2 
wholeness  : 1 
occasions  : 2 
mystical  : 11 
experiences  : 18 
details  : 5 
features  : 4 
merging  : 2 
cosmic  : 15 
gulf  : 2 
mystic  : 10 
glimpses  : 1 
identification  : 1 
mystics  : 4 
disappears  : 2 
loses  : 3 
merges  : 1 
indian  : 10 
angelus  : 1 
silesius  : 2 
oceanward  : 1 
ascends  : 1 
lord  : 6 
oneself  : 3 
gain  : 1 
purification  : 1 
meditation  : 4 
techniques  : 1 
achieves  : 1 
goal  : 4 
exclaim  : 2 
descriptions  : 2 
provide  : 7 
reveals  : 2 
judaism  : 7 
emphasizes  : 7 
eastern  : 7 
hinduism  : 6 
buddhism  : 5 
chinese  : 3 
nowhere  : 1 
swami  : 1 
vivekenanda  : 1 
atheists  : 1 
atheist  : 2 
splendor  : 1 
president  : 1 
sarvepalli  : 1 
radhak  : 1 
rishnan  : 1 
adhere  : 2 
oceanic  : 1 
wrenched  : 1 
perspective  : 5 
floated  : 2 
north  : 6 
sahara  : 2 
african  : 2 
savanna  : 1 
majestic  : 3 
tint  : 1 
headache  : 1 
registered  : 1 
disillusionment  : 1 
backache  : 1 
unforgettable  : 1 
file  : 1 
creator  : 2 
blending  : 1 
gzenes  : 1 
stoa  : 1 
macrocosmos  : 1 
alism  : 1 
marcusaurellus  : 1 
swamivivekenanda  : 1 
sarvepalliradhakrishnan  : 1 
oceanicfeeung  : 1 
postcards  : 12 
imposing  : 2 
severe  : 10 
censorship  : 11 
thursday  : 4 
exclaimed  : 14 
reaction  : 6 
backpack  : 2 
packed  : 4 
tent  : 12 
bedrolls  : 3 
groundsheets  : 1 
flashlights  : 1 
thermos  : 2 
bottles  : 11 
favorite  : 2 
sermon  : 3 
insisted  : 4 
camp  : 2 
grouse  : 5 
lucky  : 7 
mating  : 1 
ulterior  : 1 
motive  : 1 
choosing  : 1 
urging  : 1 
chatted  : 1 
enjoyed  : 2 
pitched  : 1 
unfolded  : 2 
sandwiches  : 5 
eager  : 1 
pushing  : 1 
windows  : 3 
shuttered  : 1 
deserted  : 5 
reeds  : 2 
joked  : 2 
locked  : 2 
crevices  : 1 
stonework  : 1 
triumphantly  : 2 
lock  : 4 
matches  : 8 
match  : 5 
candle  : 4 
wrought  : 1 
iron  : 1 
candlestick  : 2 
creepy  : 3 
hanging  : 7 
fairest  : 1 
amusing  : 1 
burnt  : 2 
strewn  : 2 
bolt  : 1 
admitted  : 5 
inspect  : 1 
april  : 3 
stamped  : 11 
postmarks  : 2 
neutral  : 1 
arranged  : 2 
chronological  : 1 
kjevik  : 7 
airport  : 12 
midsummer  : 23 
command  : 4 
loving  : 2 
copy  : 3 
mutual  : 1 
secretive  : 1 
breathless  : 2 
excitement  : 1 
dove  : 1 
doves  : 2 
torn  : 2 
bursting  : 3 
secrets  : 6 
calling  : 11 
wrist  : 1 
tight  : 3 
angrily  : 2 
mistaking  : 1 
portraits  : 1 
peered  : 1 
unhooked  : 1 
outlines  : 2 
pensively  : 1 
intensely  : 8 
hooting  : 1 
flap  : 2 
pockets  : 3 
boots  : 1 
sweater  : 3 
broad  : 10 
ragged  : 1 
mist  : 4 
wads  : 1 
cotton  : 1 
folded  : 3 
approached  : 7 
sporadic  : 1 
shots  : 2 
peaceful  : 3 
innocent  : 4 
fireworks  : 3 
holiday  : 2 
invited  : 10 
repeated  : 3 
celebrated  : 2 
vacuum  : 4 
recycled  : 1 
prophets  : 7 
acclaiming  : 1 
savior  : 6 
greco  : 9 
nazareth  : 2 
permeate  : 3 
jews  : 12 
semitic  : 7 
indo  : 29 
examine  : 1 
europeans  : 14 
covers  : 6 
inhabitants  : 3 
finno  : 2 
ugrian  : 2 
lapp  : 1 
finnish  : 2 
estonian  : 1 
hungarian  : 1 
basque  : 1 
iranian  : 1 
primitive  : 6 
bordering  : 1 
caspian  : 1 
waves  : 9 
tribes  : 1 
wander  : 5 
southeast  : 1 
iran  : 1 
southwest  : 1 
westward  : 1 
france  : 10 
britain  : 2 
northwestward  : 1 
scandinavia  : 2 
northward  : 2 
russia  : 3 
assimilated  : 1 
veda  : 1 
scriptures  : 4 
snorri  : 5 
sturluson  : 1 
polytheism  : 1 
recur  : 1 
indians  : 4 
celestial  : 4 
dyaus  : 3 
sanskrit  : 5 
heaven  : 14 
jupiter  : 2 
pater  : 2 
dialectal  : 1 
variants  : 4 
aser  : 3 
recurring  : 2 
asura  : 2 
ahura  : 2 
deva  : 2 
claeva  : 1 
deus  : 2 
tivurr  : 2 
niord  : 1 
collective  : 2 
vaner  : 2 
venus  : 2 
retain  : 3 
potions  : 1 
struggles  : 4 
similarities  : 3 
modes  : 7 
typical  : 17 
likeness  : 2 
confront  : 1 
relentless  : 1 
battles  : 1 
accident  : 3 
leanings  : 2 
speculative  : 2 
vidya  : 4 
cartoons  : 1 
bulb  : 1 
woody  : 1 
woodpecker  : 1 
synonymous  : 1 
german  : 21 
wissen  : 2 
viten  : 2 
literature  : 7 
teutons  : 1 
visions  : 2 
verb  : 1 
sculptures  : 5 
lastly  : 1 
circles  : 5 
civilizations  : 1 
strongly  : 3 
imbued  : 1 
infrequently  : 1 
pantheism  : 3 
communion  : 2 
passivity  : 1 
ascetic  : 1 
religiously  : 1 
secluded  : 2 
aspects  : 6 
medieval  : 22 
monastic  : 3 
traced  : 5 
dating  : 1 
transmigration  : 3 
fundamental  : 8 
ultimate  : 3 
release  : 2 
semites  : 7 
arabian  : 2 
migrated  : 1 
christendom  : 3 
scripture  : 2 
koran  : 1 
testament  : 9 
semantic  : 1 
muslim  : 2 
allah  : 3 
creed  : 5 
monotheism  : 1 
linear  : 3 
ongoing  : 1 
judges  : 1 
intervenes  : 2 
manifest  : 6 
abraham  : 5 
core  : 3 
jerusalem  : 8 
indicates  : 2 
prominent  : 4 
jewish  : 13 
synagogues  : 1 
churches  : 3 
islamic  : 2 
mosques  : 1 
contention  : 1 
killing  : 2 
ascendancy  : 1 
gathered  : 4 
observer  : 5 
serving  : 5 
anticipate  : 2 
israel  : 14 
sermons  : 2 
spake  : 1 
jehovah  : 1 
aloud  : 6 
reciting  : 1 
pictorial  : 1 
representations  : 1 
aversion  : 1 
photography  : 1 
orthodox  : 2 
graven  : 2 
crucifixes  : 1 
released  : 1 
redeemed  : 1 
prayer  : 1 
competing  : 1 
quick  : 4 
summary  : 3 
rebel  : 7 
adam  : 8 
driven  : 4 
disobedience  : 3 
theme  : 8 
runs  : 3 
genesis  : 2 
flood  : 4 
noah  : 6 
covenant  : 6 
pact  : 1 
commandments  : 4 
protect  : 1 
renewed  : 3 
moses  : 2 
sinai  : 1 
israelites  : 3 
kings  : 6 
saul  : 1 
david  : 10 
solomon  : 1 
glory  : 4 
anointed  : 4 
messiah  : 8 
judea  : 1 
assyrians  : 1 
slavery  : 4 
babylon  : 1 
babylonian  : 1 
captivity  : 2 
permitted  : 3 
restored  : 1 
domination  : 2 
catastrophe  : 7 
punishing  : 1 
preaching  : 4 
wrath  : 2 
prophecies  : 4 
doomsday  : 1 
redeem  : 3 
prosperity  : 1 
prophet  : 1 
isaiah  : 1 
dwell  : 2 
hath  : 8 
shined  : 1 
redemption  : 9 
happily  : 2 
deteriorated  : 1 
proclaim  : 3 
greatness  : 1 
politically  : 2 
leader  : 2 
caliber  : 1 
deliverer  : 1 
farsighted  : 1 
yoke  : 1 
maintains  : 5 
link  : 8 
rides  : 1 
acclaimed  : 1 
crowds  : 2 
installed  : 1 
throne  : 1 
accession  : 1 
ritual  : 4 
fulfilled  : 2 
messiahs  : 1 
stating  : 1 
forgiveness  : 8 
sins  : 3 
forgiven  : 2 
handing  : 3 
remission  : 1 
unheard  : 1 
abba  : 1 
precedented  : 1 
protest  : 4 
scribes  : 1 
reestablish  : 1 
flourish  : 1 
trumpets  : 1 
sword  : 1 
preachings  : 1 
broader  : 6 
compassion  : 2 
weak  : 9 
erred  : 1 
shift  : 5 
warlike  : 1 
overtones  : 2 
establishment  : 5 
kirtle  : 1 
sandals  : 1 
strike  : 1 
retaliate  : 1 
cheek  : 2 
seventy  : 3 
harlots  : 1 
corrupt  : 2 
usurers  : 1 
squandered  : 1 
inheritance  : 1 
humble  : 2 
publican  : 1 
pocketed  : 1 
official  : 2 
funds  : 1 
righteous  : 5 
repents  : 1 
prays  : 1 
sinners  : 1 
deserving  : 1 
spotless  : 1 
pharisees  : 1 
flaunting  : 1 
earn  : 1 
demands  : 7 
excep  : 1 
tional  : 1 
cries  : 1 
ended  : 6 
radical  : 3 
tidings  : 2 
odds  : 2 
removed  : 5 
appeal  : 1 
unconditional  : 3 
brotherly  : 1 
mighty  : 2 
seams  : 1 
confronted  : 1 
amnesty  : 1 
incensed  : 4 
forfeit  : 1 
passion  : 4 
servant  : 1 
bore  : 2 
atoned  : 1 
crucified  : 2 
rumors  : 3 
grave  : 3 
easter  : 2 
resurrection  : 4 
vain  : 5 
damnation  : 3 
merit  : 2 
preach  : 1 
mediation  : 1 
translation  : 1 
hebrew  : 3 
pharisee  : 1 
converted  : 2 
missionary  : 4 
journeys  : 2 
worldwide  : 1 
apostles  : 2 
guidance  : 2 
congregations  : 5 
wanders  : 1 
capital  : 11 
stirred  : 1 
wholly  : 8 
idolatry  : 1 
synagogue  : 2 
conversed  : 1 
whereof  : 2 
thou  : 4 
speakest  : 1 
bringest  : 1 
appears  : 3 
marketplace  : 2 
collision  : 3 
listen  : 5 
speech  : 13 
beheld  : 1 
devotions  : 1 
altar  : 5 
ignorantly  : 1 
worship  : 4 
declare  : 3 
unto  : 8 
therein  : 2 
dwelleth  : 2 
giveth  : 1 
appointed  : 3 
bounds  : 2 
habitation  : 1 
haply  : 1 
poets  : 4 
offspring  : 3 
forasmuch  : 1 
godhead  : 1 
device  : 1 
commandeth  : 1 
repent  : 1 
judge  : 2 
righteousness  : 1 
ordained  : 1 
surance  : 1 
neoplatonic  : 3 
mocked  : 2 
thee  : 2 
damaris  : 2 
amongst  : 3 
fervent  : 1 
converts  : 1 
decades  : 4 
ephesos  : 1 
corinth  : 2 
dietary  : 1 
unnecessary  : 1 
sect  : 2 
vitally  : 1 
concise  : 1 
schisms  : 1 
summing  : 1 
dogmas  : 4 
tenets  : 1 
tenet  : 1 
actions  : 10 
misfortunes  : 1 
contradiction  : 8 
demigod  : 1 
demigods  : 1 
postscript  : 1 
hangs  : 2 
entry  : 2 
witnessing  : 1 
revolutions  : 2 
goethe  : 4 
acquaint  : 1 
snorristurluson  : 1 
jupitter  : 1 
daeve  : 1 
vani  : 1 
isee  : 1 
teut  : 1 
cosmicvision  : 1 
sulfenngservant  : 1 
messlah  : 1 
terror  : 1 
faded  : 2 
submerged  : 1 
clue  : 3 
digest  : 1 
fixing  : 4 
dinner  : 11 
balls  : 3 
carrots  : 1 
windy  : 1 
stirring  : 1 
casserole  : 3 
cornstalks  : 1 
smacked  : 2 
pane  : 1 
sticking  : 1 
dated  : 3 
depressed  : 2 
reminding  : 2 
stem  : 2 
cain  : 1 
abel  : 1 
presumably  : 2 
airmail  : 1 
snatched  : 1 
phone  : 3 
ohhh  : 1 
loss  : 3 
urgent  : 3 
closing  : 5 
cover  : 9 
renaissance  : 63 
seventeenth  : 20 
wills  : 2 
attract  : 6 
mary  : 7 
clicked  : 2 
boiled  : 1 
concerts  : 1 
arrangement  : 2 
problematic  : 2 
spit  : 1 
staying  : 2 
whistled  : 1 
softly  : 2 
lips  : 5 
sealed  : 1 
sleepovers  : 1 
remark  : 1 
sleepover  : 2 
alarm  : 3 
switched  : 6 
buzzer  : 1 
massive  : 5 
unlocked  : 1 
bluish  : 2 
filtered  : 2 
stained  : 3 
revealing  : 2 
hovering  : 1 
beams  : 1 
benches  : 1 
nave  : 2 
crucifix  : 16 
muted  : 1 
organ  : 3 
hymn  : 2 
silence  : 5 
footsteps  : 4 
aisle  : 2 
monk  : 13 
nervous  : 6 
wits  : 2 
pulpit  : 3 
leaned  : 4 
gloria  : 2 
patri  : 1 
filio  : 1 
spiritui  : 1 
sancto  : 2 
sicut  : 2 
erat  : 1 
principio  : 2 
nunc  : 1 
semper  : 1 
saecula  : 1 
saeculorum  : 1 
amen  : 2 
resounded  : 1 
outburst  : 1 
venerable  : 1 
comforting  : 1 
taboos  : 1 
shhh  : 1 
congregation  : 3 
endless  : 5 
thirteen  : 1 
gothic  : 3 
cathedrals  : 3 
cock  : 2 
crowed  : 2 
thrust  : 2 
cowl  : 3 
surveyed  : 1 
midnight  : 6 
banned  : 3 
empire  : 13 
constantine  : 2 
baptized  : 1 
deathbed  : 1 
crumble  : 1 
threatened  : 2 
barbarians  : 1 
pressing  : 4 
disintegration  : 1 
constantinople  : 5 
barians  : 1 
turks  : 1 
istanbul  : 3 
latest  : 3 
benedictine  : 1 
orders  : 4 
symbol  : 3 
monasteries  : 2 
monopoly  : 2 
ticking  : 1 
epochs  : 3 
negatively  : 2 
authoritative  : 3 
inflexible  : 1 
germination  : 1 
growth  : 4 
convent  : 2 
cathedral  : 3 
twelfth  : 3 
universities  : 3 
grouped  : 1 
masses  : 5 
nation  : 4 
folktales  : 3 
fairy  : 11 
tales  : 12 
songs  : 4 
resonance  : 1 
depths  : 3 
saint  : 1 
olaf  : 1 
charlemagne  : 1 
romeo  : 1 
juliet  : 1 
joan  : 1 
ivanhoe  : 1 
pied  : 1 
piper  : 1 
hamelin  : 1 
princes  : 1 
chivalrous  : 1 
knights  : 1 
damsels  : 1 
makers  : 1 
builders  : 1 
friars  : 1 
crusaders  : 1 
witches  : 3 
clergy  : 2 
eleventh  : 1 
exaggeration  : 5 
swoop  : 1 
heathen  : 2 
persisted  : 2 
surface  : 6 
integrated  : 1 
scandinavian  : 1 
celebrations  : 1 
customs  : 3 
wedded  : 1 
married  : 3 
yuletide  : 3 
manger  : 1 
bethlehem  : 1 
unifying  : 2 
gloom  : 1 
sewers  : 1 
baths  : 1 
libraries  : 1 
architecture  : 3 
crum  : 1 
bled  : 1 
trade  : 2 
payment  : 1 
bartering  : 1 
feudalism  : 1 
powerful  : 9 
nobles  : 2 
serfs  : 1 
toil  : 4 
population  : 8 
declined  : 3 
fallen  : 8 
mere  : 8 
edifices  : 1 
materials  : 4 
supply  : 2 
sorrow  : 2 
archeologists  : 1 
monuments  : 1 
bishop  : 10 
catholic  : 8 
pope  : 1 
papa  : 1 
deputy  : 1 
bishops  : 1 
bold  : 4 
latinized  : 1 
byzantium  : 1 
byzantine  : 4 
opposed  : 7 
africa  : 8 
arabic  : 6 
muhammad  : 1 
adopted  : 5 
mecca  : 1 
medina  : 1 
bagdad  : 1 
arabs  : 8 
chemistry  : 1 
streams  : 5 
south  : 14 
oversimplified  : 1 
antique  : 5 
mast  : 1 
descending  : 1 
dreaming  : 8 
rail  : 1 
bench  : 6 
acquainted  : 2 
revelation  : 8 
compatible  : 2 
impatiently  : 2 
dealt  : 1 
augustine  : 34 
tagaste  : 2 
carthage  : 2 
milan  : 1 
hippo  : 2 
manichaean  : 1 
manichaeans  : 1 
asserting  : 1 
enter  : 3 
neoplatonist  : 1 
knowl  : 1 
improbable  : 2 
christianized  : 3 
illuminate  : 1 
rests  : 1 
writes  : 5 
objected  : 1 
biblical  : 5 
preferred  : 1 
located  : 1 
backward  : 3 
independent  : 11 
insurmountable  : 3 
barrier  : 2 
firmly  : 2 
rejecting  : 2 
moth  : 3 
rust  : 1 
doth  : 1 
